check_ins_id,source_ordinal,raw_trajectory_id,SplitTag,OriginalSplitTag
62961,62961,4_24,train,train
63333,63333,4_24,train,train
63862,63862,4_24,train,train
82367,82367,4_43,ignore,train
82739,82739,4_43,train,train
82833,82833,4_43,train,train
59814,59814,5_3,ignore,train
59868,59869,5_3,train,train
59881,59885,5_3,train,train
60515,60515,5_4,ignore,train
61239,61239,5_4,train,train
61251,61251,5_4,train,train
66780,66780,5_7,ignore,train
66781,66781,5_7,train,train
66795,66795,5_7,train,train
67350,67350,5_7,train,train
67353,67353,5_7,train,train
67360,67360,5_7,train,train
67370,67370,5_7,train,train
67472,67472,5_7,train,train
69338,69338,5_9,ignore,train
69339,69339,5_9,train,train
69359,69359,5_9,train,train
69687,69687,5_9,train,train
69688,69688,5_9,train,train
69695,69695,5_9,train,train
69803,69803,5_10,ignore,train
69810,69810,5_10,train,train
69811,69811,5_10,train,train
69859,69859,5_10,train,train
70237,70237,5_11,ignore,train
70244,70244,5_11,train,train
70707,70707,5_11,train,train
72801,72801,5_12,ignore,train
72808,72808,5_12,train,train
73226,73226,5_12,train,train
73541,73541,5_12,train,train
74323,74323,5_13,ignore,train
74324,74324,5_13,train,train
74328,74328,5_13,train,train
74329,74329,5_13,train,train
74742,75097,5_15,ignore,train
74749,75104,5_15,train,train
75058,75413,5_15,train,train
75811,75811,5_16,ignore,train
75819,75819,5_16,train,train
75854,75854,5_16,train,train
76616,76616,5_18,ignore,train
76622,76622,5_18,train,train
76623,76623,5_18,train,train
79324,79324,5_24,ignore,train
79333,79333,5_24,train,train
79334,79334,5_24,train,train
79339,79339,5_24,train,train
79762,79762,5_24,train,train
79772,79772,5_24,train,train
80190,80190,5_24,train,train
80198,80198,5_24,train,train
80670,80670,5_25,ignore,train
80981,80981,5_25,train,train
81283,81283,5_25,train,train
83699,83699,6_1,ignore,validation
84000,84000,6_1,ignore,validation
84009,84009,6_1,validation,validation
84281,84281,6_2,ignore,validation
84287,84287,6_2,ignore,validation
84294,84294,6_2,ignore,validation
84327,84327,6_2,ignore,validation
84543,84543,6_2,ignore,validation
84597,84597,6_2,ignore,validation
84613,84613,6_2,ignore,validation
84782,84782,6_2,validation,validation
85035,85035,6_3,ignore,validation
85160,85160,6_3,ignore,validation
85170,85170,6_3,ignore,validation
85371,85371,6_3,ignore,validation
85408,85408,6_3,ignore,validation
85486,85486,6_3,ignore,validation
85499,85499,6_3,ignore,validation
85507,85507,6_3,validation,validation
85816,85816,6_4,ignore,validation
85847,85847,6_4,ignore,validation
85850,85850,6_4,validation,validation
86730,86730,6_6,ignore,validation
86750,86750,6_6,ignore,validation
87006,87006,6_6,validation,validation
87418,87418,6_7,ignore,validation
87419,87419,6_7,ignore,validation
87426,87426,6_7,validation,validation
87751,87751,6_8,ignore,validation
87773,87773,6_8,ignore,validation
87794,87794,6_8,ignore,validation
87882,87882,6_8,ignore,validation
87991,87991,6_8,ignore,validation
88018,88018,6_8,ignore,validation
88085,88085,6_8,ignore,validation
88099,88099,6_8,ignore,validation
88299,88299,6_8,ignore,validation
88310,88310,6_8,validation,validation
89082,89082,6_9,ignore,validation
89464,89464,6_9,ignore,validation
89524,89524,6_9,validation,validation
90345,90345,6_10,ignore,validation
90441,90441,6_10,ignore,validation
90536,90536,6_10,validation,validation
92732,92732,6_14,ignore,validation
92743,92743,6_14,ignore,validation
92754,92754,6_14,validation,validation
93136,93136,6_15,ignore,validation
93148,93148,6_15,ignore,validation
93182,93182,6_15,ignore,validation
93198,93198,6_15,ignore,validation
93362,93362,6_15,ignore,validation
93389,93389,6_15,validation,validation
93664,93664,6_16,ignore,test
93677,93677,6_16,ignore,test
93720,93720,6_16,ignore,test
93728,93728,6_16,ignore,test
93753,93753,6_16,ignore,test
93908,93908,6_16,test,test
94078,94078,6_17,ignore,test
94171,94171,6_17,ignore,test
94187,94188,6_17,ignore,test
94200,94201,6_17,ignore,test
94205,94206,6_17,ignore,test
94235,94236,6_17,ignore,test
94425,94425,6_17,ignore,test
94464,94464,6_17,ignore,test
94586,94586,6_17,test,test
94761,94761,6_18,ignore,test
94803,94803,6_18,ignore,test
94883,94883,6_18,ignore,test
94893,94893,6_18,ignore,test
94928,94928,6_18,ignore,test
95115,95115,6_18,test,test
96486,96486,6_20,ignore,test
96533,96533,6_20,ignore,test
96745,96745,6_20,ignore,test
96806,96806,6_20,ignore,test
96813,96813,6_20,ignore,test
96814,96814,6_20,ignore,test
97040,97040,6_20,ignore,test
97055,97055,6_20,ignore,test
97065,97065,6_20,ignore,test
97251,97251,6_20,ignore,test
97270,97270,6_20,ignore,test
97287,97287,6_20,test,test
97959,97959,6_22,ignore,test
97965,97965,6_22,ignore,test
98174,98174,6_22,ignore,test
98185,98185,6_22,ignore,test
98186,98186,6_22,test,test
98991,98991,6_24,ignore,test
99122,99122,6_24,ignore,test
99174,99174,6_24,ignore,test
99206,99206,6_24,test,test
100741,100741,6_27,ignore,test
100757,100757,6_27,ignore,test
101015,101015,6_27,ignore,test
101029,101029,6_27,ignore,test
101042,101042,6_27,ignore,test
101067,101067,6_27,ignore,test
101109,101109,6_27,ignore,test
101228,101228,6_27,ignore,test
101464,101464,6_27,test,test
101846,101846,6_28,ignore,test
101985,101985,6_28,ignore,test
101986,101986,6_28,ignore,test
101992,101992,6_28,test,test
102760,102760,6_30,ignore,test
102781,102781,6_30,ignore,test
102789,102789,6_30,ignore,test
102800,102800,6_30,test,test
102963,102963,6_31,ignore,test
102980,102980,6_31,ignore,test
102986,102986,6_31,ignore,test
103207,103207,6_31,ignore,test
103218,103218,6_31,ignore,test
103232,103232,6_31,test,test
103591,103591,6_32,ignore,test
103863,103863,6_32,ignore,test
103881,103881,6_32,ignore,test
103903,103903,6_32,ignore,test
103915,103915,6_32,test,test
8749,8754,7_6,ignore,train
8834,8837,7_6,train,train
9323,9323,7_6,train,train
9376,9376,7_6,train,train
9937,9937,7_6,train,train
10163,10163,7_6,train,train
10210,10210,7_6,train,train
10421,10421,7_6,train,train
11098,11101,7_6,train,train
11286,11288,7_6,train,train
11908,11909,7_6,train,train
11941,11942,7_6,train,train
12457,12463,7_6,train,train
12549,12554,7_6,train,train
12555,12560,7_6,train,train
13089,13090,7_6,train,train
13665,13670,7_6,train,train
13738,13742,7_6,train,train
15508,15515,7_7,ignore,train
15823,15825,7_7,train,train
16383,16390,7_7,train,train
17725,17731,7_8,ignore,train
18153,18153,7_8,train,train
18694,18694,7_8,train,train
18829,18829,7_8,train,train
19868,19872,7_8,train,train
19897,19900,7_8,train,train
20188,20188,7_8,train,train
20920,20920,7_8,train,train
23638,23638,7_10,ignore,train
23824,23824,7_10,train,train
24065,24065,7_10,train,train
24460,24462,7_10,train,train
24936,24942,7_10,train,train
25246,25246,7_10,train,train
26176,26184,7_10,train,train
27209,27210,7_11,ignore,train
27553,27562,7_11,train,train
27616,27624,7_11,train,train
27699,27707,7_11,train,train
28599,28599,7_12,ignore,train
28731,28735,7_12,train,train
28819,28824,7_12,train,train
28992,28997,7_12,train,train
29746,29755,7_12,train,train
29874,29883,7_12,train,train
30395,30398,7_12,train,train
30491,30491,7_12,train,train
31371,31372,7_12,train,train
31771,31771,7_12,train,train
32658,32658,7_12,train,train
34693,34700,7_13,ignore,train
34743,34750,7_13,train,train
35073,35081,7_13,train,train
35253,35260,7_13,train,train
36077,36083,7_13,train,train
36100,36106,7_13,train,train
39377,39377,7_14,ignore,train
39664,39665,7_14,train,train
39840,39842,7_14,train,train
39956,39958,7_14,train,train
40052,40053,7_14,train,train
40543,40549,7_14,train,train
40882,40883,7_15,ignore,train
41212,41213,7_15,train,train
42022,42027,7_15,train,train
44399,44401,7_17,ignore,train
45141,45145,7_17,train,train
46014,46018,7_17,train,train
48267,48273,7_19,ignore,train
48676,48678,7_19,train,train
48882,48885,7_19,train,train
49273,49277,7_19,train,train
49971,49971,7_20,ignore,train
50052,50052,7_20,train,train
50318,50318,7_20,train,train
51151,51155,7_20,train,train
51811,51813,7_20,train,train
62324,62326,7_26,ignore,train
62689,62689,7_26,train,train
62756,62756,7_26,train,train
63360,63360,7_26,train,train
63565,63568,7_26,train,train
63610,63613,7_26,train,train
64263,64263,7_27,ignore,train
64290,64290,7_27,train,train
64747,64749,7_27,train,train
64868,64868,7_27,train,train
66504,66504,7_28,ignore,train
66847,66849,7_28,train,train
66866,66869,7_28,train,train
67233,67233,7_28,train,train
67248,67248,7_28,train,train
70986,70986,7_33,ignore,train
71061,71061,7_33,train,train
71463,71463,7_33,train,train
71547,71547,7_33,train,train
76150,76150,7_38,ignore,train
76188,76188,7_38,train,train
76228,76228,7_38,train,train
78745,78745,7_43,ignore,train
78770,78770,7_43,train,train
79095,79095,7_43,train,train
88387,88387,7_55,ignore,validation
88408,88408,7_55,ignore,validation
88469,88469,7_55,ignore,validation
88576,88576,7_55,ignore,validation
88602,88602,7_55,validation,validation
90873,90874,7_58,ignore,validation
90973,90973,7_58,ignore,validation
90998,90998,7_58,validation,validation
101100,101100,7_67,ignore,test
101201,101201,7_67,ignore,test
101382,101382,7_67,ignore,test
101621,101621,7_67,test,test
14971,14974,8_2,ignore,train
15523,15530,8_2,train,train
15950,15950,8_2,train,train
71980,71980,8_18,ignore,train
72292,72292,8_18,train,train
72441,72444,8_18,train,train
79736,79736,8_28,ignore,train
79885,79885,8_28,train,train
80175,80175,8_28,train,train
80357,80357,8_28,train,train
84641,84641,8_37,ignore,validation
84771,84771,8_37,ignore,validation
84933,84933,8_37,validation,validation
87812,87812,8_42,ignore,validation
87933,87933,8_42,ignore,validation
88046,88046,8_42,ignore,validation
88194,88194,8_42,ignore,validation
88401,88401,8_42,validation,validation
97403,97403,8_50,ignore,test
97578,97578,8_50,ignore,test
97599,97599,8_50,ignore,test
97818,97818,8_50,test,test
100225,100225,8_54,ignore,test
100358,100358,8_54,ignore,test
100607,100607,8_54,test,test
101091,101091,8_55,ignore,test
101178,101178,8_55,ignore,test
101358,101358,8_55,test,test
7369,7369,9_3,ignore,train
8107,8107,9_3,train,train
8812,8816,9_3,train,train
14037,14037,9_6,ignore,train
14903,14908,9_6,train,train
14961,14964,9_6,train,train
15088,15089,9_6,train,train
24389,24389,9_11,ignore,train
25085,25089,9_11,train,train
25244,25244,9_11,train,train
26944,26944,9_13,ignore,train
26945,26945,9_13,train,train
28028,28032,9_13,train,train
30997,30998,9_15,ignore,train
31683,31684,9_15,train,train
32090,32090,9_15,train,train
33971,33975,9_16,ignore,train
33995,33999,9_16,train,train
34078,34080,9_16,train,train
35122,35130,9_16,train,train
61491,61492,9_27,ignore,train
61996,61997,9_27,train,train
62495,62495,9_27,train,train
62662,62662,9_27,train,train
63169,63169,9_27,train,train
64283,64283,9_28,ignore,train
64533,64534,9_28,train,train
64987,64987,9_28,train,train
65563,65566,9_29,ignore,train
66046,66050,9_29,train,train
66399,66401,9_29,train,train
66715,66715,9_29,train,train
8267,8267,10_5,ignore,train
8696,8701,10_5,train,train
8751,8756,10_5,train,train
9110,9110,10_5,train,train
23985,23985,10_10,ignore,train
24020,24020,10_10,train,train
24550,24554,10_10,train,train
53158,53162,10_18,ignore,train
53348,53348,10_18,train,train
54113,54113,10_18,train,train
61828,61828,10_21,ignore,train
61829,61829,10_21,train,train
61890,61890,10_21,train,train
16360,16368,11_1,ignore,train
17193,17194,11_1,train,train
17769,17775,11_1,train,train
18583,18585,11_1,train,train
44680,44680,11_4,ignore,train
45100,45106,11_4,train,train
46046,46050,11_4,train,train
46555,46555,11_4,train,train
46691,46691,11_4,train,train
47363,47363,11_5,ignore,train
47392,47392,11_5,train,train
47550,47550,11_5,train,train
47849,47849,11_6,ignore,train
47962,47963,11_6,train,train
48462,48462,11_6,train,train
48573,48573,11_6,train,train
48715,48718,11_6,train,train
48966,48969,11_6,train,train
49215,49215,11_6,train,train
49329,49335,11_6,train,train
63993,63993,11_7,ignore,train
64077,64077,11_7,train,train
64153,64153,11_7,train,train
64167,64167,11_7,train,train
64218,64218,11_7,train,train
64594,64596,11_7,train,train
64657,64659,11_7,train,train
64683,64685,11_7,train,train
64883,64883,11_7,train,train
65188,65188,11_8,ignore,train
65269,65269,11_8,train,train
65390,65393,11_8,train,train
66121,66125,11_8,train,train
67811,67811,11_10,ignore,train
68132,68139,11_10,train,train
68183,68190,11_10,train,train
68845,68846,11_10,train,train
95693,95693,11_17,ignore,test
95705,95705,11_17,ignore,test
95744,95744,11_17,test,test
95943,95943,11_18,ignore,test
96132,96132,11_18,ignore,test
96168,96168,11_18,ignore,test
96240,96240,11_18,ignore,test
96305,96305,11_18,ignore,test
96375,96375,11_18,ignore,test
96414,96414,11_18,ignore,test
96462,96462,11_18,ignore,test
96601,96601,11_18,ignore,test
96753,96753,11_18,ignore,test
96865,96865,11_18,ignore,test
96906,96906,11_18,ignore,test
96935,96935,11_18,ignore,test
97140,97140,11_18,ignore,test
97172,97172,11_18,test,test
98046,98046,11_20,ignore,test
98080,98080,11_20,ignore,test
98108,98108,11_20,ignore,test
98235,98235,11_20,test,test
98374,98374,11_21,ignore,test
98595,98595,11_21,ignore,test
98628,98628,11_21,ignore,test
98771,98771,11_21,ignore,test
98816,98816,11_21,ignore,test
98861,98861,11_21,ignore,test
98936,98936,11_21,test,test
99024,99024,11_22,ignore,test
99075,99075,11_22,ignore,test
99149,99149,11_22,ignore,test
99229,99229,11_22,test,test
99236,99236,11_23,ignore,test
99260,99260,11_23,ignore,test
99349,99349,11_23,ignore,test
99385,99385,11_23,ignore,test
99485,99485,11_23,ignore,test
99531,99531,11_23,ignore,test
99558,99558,11_23,ignore,test
99645,99645,11_23,ignore,test
99691,99691,11_23,ignore,test
99738,99738,11_23,ignore,test
99776,99776,11_23,ignore,test
99831,99831,11_23,ignore,test
99861,99861,11_23,ignore,test
99998,99998,11_23,test,test
188,188,12_1,ignore,train
567,574,12_1,train,train
1107,1111,12_1,train,train
1194,1196,12_1,train,train
3381,3381,12_4,ignore,train
3720,3729,12_4,train,train
4075,4075,12_4,train,train
4476,4483,12_4,train,train
5017,5018,12_4,train,train
5984,5986,12_4,train,train
6485,6488,12_4,train,train
7223,7223,12_4,train,train
7450,7452,12_4,train,train
7636,7642,12_4,train,train
7652,7658,12_4,train,train
8056,8056,12_4,train,train
8167,8167,12_4,train,train
8452,8452,12_4,train,train
8740,8745,12_4,train,train
8819,8823,12_4,train,train
8934,8934,12_4,train,train
9112,9112,12_4,train,train
9987,9987,12_5,ignore,train
10121,10121,12_5,train,train
10841,10841,12_5,train,train
10877,10878,12_5,train,train
11819,11820,12_5,train,train
11860,11861,12_5,train,train
12975,12975,12_5,train,train
13059,13059,12_5,train,train
13514,13520,12_5,train,train
14271,14271,12_5,train,train
14457,14458,12_5,train,train
14695,14701,12_5,train,train
15084,15085,12_5,train,train
15578,15582,12_5,train,train
15850,15850,12_5,train,train
15865,15865,12_5,train,train
15886,15886,12_5,train,train
16299,16307,12_5,train,train
17157,17157,12_5,train,train
17568,17575,12_5,train,train
18478,18480,12_6,ignore,train
19278,19278,12_6,train,train
19351,19353,12_6,train,train
19674,19680,12_6,train,train
20155,20155,12_7,ignore,train
21312,21317,12_7,train,train
21332,21337,12_7,train,train
21666,21667,12_7,train,train
22086,22088,12_7,train,train
22499,22503,12_7,train,train
22576,22578,12_7,train,train
22751,22751,12_7,train,train
23464,23464,12_9,ignore,train
24259,24259,12_9,train,train
24383,24383,12_9,train,train
25502,25502,12_9,train,train
25532,25532,12_9,train,train
25573,25573,12_9,train,train
25598,25598,12_9,train,train
25784,25784,12_9,train,train
26140,26145,12_9,train,train
26159,26166,12_9,train,train
26489,26495,12_9,train,train
26854,26854,12_9,train,train
27018,27018,12_9,train,train
27033,27033,12_9,train,train
27053,27053,12_9,train,train
27102,27102,12_9,train,train
28268,28269,12_10,ignore,train
28376,28376,12_10,train,train
29153,29158,12_10,train,train
29209,29214,12_10,train,train
29270,29275,12_10,train,train
29620,29628,12_10,train,train
30225,30229,12_10,train,train
30255,30260,12_10,train,train
30976,30977,12_11,ignore,train
31001,31002,12_11,train,train
31236,31238,12_11,train,train
31251,31252,12_11,train,train
32248,32248,12_11,train,train
32499,32499,12_11,train,train
32508,32508,12_11,train,train
33771,33775,12_12,ignore,train
33937,33941,12_12,train,train
33998,34002,12_12,train,train
34038,34040,12_12,train,train
34076,34078,12_12,train,train
34601,34606,12_12,train,train
35448,35450,12_12,train,train
35939,35945,12_12,train,train
36679,36679,12_12,train,train
36753,36753,12_12,train,train
37330,37334,12_12,train,train
38012,38013,12_12,train,train
38502,38512,12_12,train,train
39211,39217,12_12,train,train
39327,39332,12_12,train,train
39342,39342,12_12,train,train
40044,40046,12_12,train,train
40109,40111,12_12,train,train
40330,40334,12_12,train,train
40336,40340,12_12,train,train
40609,40613,12_12,train,train
40846,40846,12_13,ignore,train
41525,41526,12_13,train,train
41558,41559,12_13,train,train
41891,41896,12_13,train,train
41933,41938,12_13,train,train
42949,42949,12_14,ignore,train
43325,43325,12_14,train,train
43588,43589,12_14,train,train
44265,44270,12_15,ignore,train
44837,44839,12_15,train,train
45140,45144,12_15,train,train
47853,47853,12_18,ignore,train
48276,48282,12_18,train,train
48472,48472,12_18,train,train
48824,48827,12_18,train,train
49136,49136,12_18,train,train
49475,49482,12_18,train,train
50885,50890,12_20,ignore,train
51510,51510,12_20,train,train
51750,51753,12_20,train,train
51768,51770,12_20,train,train
52804,52807,12_20,train,train
52820,52824,12_20,train,train
53072,53076,12_20,train,train
53267,53269,12_20,train,train
53440,53441,12_20,train,train
53727,53731,12_20,train,train
54107,54107,12_20,train,train
54376,54380,12_20,train,train
54916,54916,12_20,train,train
55205,55207,12_20,train,train
55215,55217,12_20,train,train
55815,55815,12_20,train,train
56111,56111,12_20,train,train
56655,56655,12_20,train,train
56665,56665,12_20,train,train
67867,67867,12_27,ignore,train
67928,67928,12_27,train,train
68221,68228,12_27,train,train
68692,68692,12_27,train,train
80929,80929,12_36,ignore,train
81091,81091,12_36,train,train
81113,81113,12_36,train,train
81371,81371,12_36,train,train
85724,85724,12_43,ignore,validation
86011,86011,12_43,ignore,validation
86096,86096,12_43,ignore,validation
86237,86237,12_43,validation,validation
92421,92421,12_48,ignore,validation
92428,92428,12_48,ignore,validation
92614,92614,12_48,ignore,validation
92615,92615,12_48,ignore,validation
92894,92894,12_48,ignore,validation
93102,93102,12_48,ignore,validation
93232,93232,12_48,validation,validation
94533,94533,12_50,ignore,test
94557,94557,12_50,ignore,test
94600,94600,12_50,test,test
80577,80577,13_1,ignore,train
80595,80595,13_1,train,train
80640,80640,13_1,train,train
80691,80691,13_1,train,train
80762,80762,13_1,train,train
80879,80879,13_1,train,train
80900,80900,13_1,train,train
80938,80938,13_1,train,train
80954,80954,13_1,train,train
81213,81213,13_1,train,train
81292,81292,13_1,train,train
81317,81317,13_1,train,train
82890,82890,13_2,ignore,train
82891,82891,13_2,train,train
82927,82927,13_2,train,train
82988,82988,13_2,train,train
83048,83048,13_2,train,train
83050,83050,13_2,train,train
83077,83077,13_2,train,train
83082,83082,13_2,train,train
83083,83083,13_2,train,train
83169,83169,13_3,ignore,train
83183,83183,13_3,train,train
83219,83219,13_3,train,train
83283,83283,13_3,ignore,validation
83459,83459,13_3,ignore,validation
83525,83525,13_3,ignore,validation
83535,83535,13_3,ignore,validation
83543,83543,13_3,ignore,validation
83664,83664,13_3,ignore,validation
83788,83788,13_3,ignore,validation
83948,83948,13_3,ignore,validation
83969,83969,13_3,ignore,validation
83996,83996,13_3,ignore,validation
84033,84033,13_3,ignore,validation
84139,84139,13_3,validation,validation
84320,84320,13_4,ignore,validation
84321,84321,13_4,ignore,validation
84324,84324,13_4,ignore,validation
84386,84386,13_4,ignore,validation
84431,84431,13_4,ignore,validation
84432,84432,13_4,ignore,validation
84706,84706,13_4,ignore,validation
84779,84779,13_4,ignore,validation
84932,84932,13_4,ignore,validation
84943,84943,13_4,ignore,validation
84945,84945,13_4,ignore,validation
84946,84946,13_4,ignore,validation
84953,84953,13_4,validation,validation
85011,85011,13_5,ignore,validation
85054,85054,13_5,ignore,validation
85098,85098,13_5,ignore,validation
85103,85103,13_5,ignore,validation
85289,85289,13_5,ignore,validation
85290,85290,13_5,ignore,validation
85307,85307,13_5,validation,validation
87235,87235,13_7,ignore,validation
87265,87265,13_7,ignore,validation
87272,87272,13_7,ignore,validation
87305,87305,13_7,ignore,validation
87412,87412,13_7,validation,validation
89769,89769,13_8,ignore,validation
89859,89859,13_8,ignore,validation
89980,89980,13_8,ignore,validation
90048,90048,13_8,ignore,validation
90052,90052,13_8,ignore,validation
90130,90130,13_8,ignore,validation
90187,90187,13_8,validation,validation
90576,90576,13_9,ignore,validation
90577,90577,13_9,ignore,validation
90587,90587,13_9,ignore,validation
90588,90588,13_9,ignore,validation
90641,90641,13_9,ignore,validation
90642,90642,13_9,ignore,validation
90683,90683,13_9,ignore,validation
90711,90711,13_9,ignore,validation
90893,90893,13_9,ignore,validation
91008,91008,13_9,ignore,validation
91031,91031,13_9,ignore,validation
91052,91052,13_9,ignore,validation
91174,91174,13_9,ignore,validation
91179,91179,13_9,ignore,validation
91240,91240,13_9,ignore,validation
91251,91251,13_9,ignore,validation
91427,91427,13_9,ignore,validation
91448,91448,13_9,ignore,validation
91578,91578,13_9,ignore,validation
91588,91588,13_9,ignore,validation
91676,91676,13_9,ignore,validation
91744,91744,13_9,ignore,validation
91781,91781,13_9,ignore,validation
91957,91957,13_9,ignore,validation
92104,92104,13_9,ignore,validation
92112,92112,13_9,ignore,validation
92117,92117,13_9,ignore,validation
92138,92138,13_9,ignore,validation
92188,92188,13_9,ignore,validation
92407,92408,13_9,ignore,validation
92409,92409,13_9,ignore,validation
92527,92527,13_9,ignore,validation
92537,92537,13_9,ignore,validation
92665,92665,13_9,ignore,validation
92930,92930,13_9,ignore,validation
92969,92969,13_9,ignore,validation
93274,93274,13_9,ignore,validation
93370,93370,13_9,validation,validation
98426,98426,13_11,ignore,test
98440,98440,13_11,ignore,test
98487,98487,13_11,ignore,test
98613,98613,13_11,ignore,test
98688,98688,13_11,ignore,test
98758,98758,13_11,ignore,test
98893,98893,13_11,test,test
243,243,14_1,ignore,train
554,561,14_1,train,train
752,760,14_1,train,train
1037,1041,14_1,train,train
1197,1199,14_1,train,train
1318,1318,14_2,ignore,train
1331,1331,14_2,train,train
1332,1332,14_2,train,train
1360,1360,14_2,train,train
1463,1463,14_2,train,train
1681,1681,14_2,train,train
2124,2131,14_2,train,train
2630,2630,14_3,ignore,train
3681,3690,14_3,train,train
3905,3906,14_3,train,train
4654,4659,14_3,train,train
5411,5418,14_3,train,train
7775,7780,14_5,ignore,train
8262,8262,14_5,train,train
8626,8631,14_5,train,train
8999,8999,14_5,train,train
9341,9341,14_5,train,train
10182,10182,14_6,ignore,train
10738,10738,14_6,train,train
11242,11242,14_6,train,train
12435,12441,14_6,train,train
12784,12785,14_6,train,train
13106,13107,14_6,train,train
13107,13108,14_6,train,train
13513,13519,14_6,train,train
14758,14764,14_7,ignore,train
14870,14876,14_7,train,train
15118,15118,14_7,train,train
15540,15547,14_7,train,train
15706,15709,14_7,train,train
18513,18515,14_9,ignore,train
18924,18924,14_9,train,train
19142,19142,14_9,train,train
19736,19742,14_9,train,train
20270,20270,14_10,ignore,train
20741,20741,14_10,train,train
21334,21339,14_10,train,train
22023,22024,14_10,train,train
22378,22384,14_10,train,train
22544,22547,14_10,train,train
22550,22553,14_10,train,train
23497,23497,14_12,ignore,train
23888,23888,14_12,train,train
24787,24793,14_12,train,train
25110,25114,14_12,train,train
25549,25549,14_12,train,train
25796,25796,14_12,train,train
26144,26149,14_12,train,train
26365,26374,14_12,train,train
28454,28454,14_14,ignore,train
28936,28941,14_14,train,train
29628,29636,14_14,train,train
30273,30278,14_14,train,train
30863,30864,14_15,ignore,train
31317,31318,14_15,train,train
31735,31735,14_15,train,train
31913,31913,14_15,train,train
31988,31988,14_15,train,train
32552,32552,14_15,train,train
33043,33043,14_15,train,train
33592,33595,14_15,train,train
33795,33799,14_15,train,train
34162,34163,14_15,train,train
34649,34656,14_15,train,train
34838,34846,14_15,train,train
36152,36158,14_16,ignore,train
36360,36365,14_16,train,train
36449,36451,14_16,train,train
36555,36555,14_16,train,train
36556,36556,14_16,train,train
37168,37172,14_16,train,train
37681,37683,14_16,train,train
38508,38518,14_16,train,train
39054,39059,14_16,train,train
39322,39327,14_16,train,train
39635,39636,14_16,train,train
39697,39698,14_16,train,train
39800,39802,14_16,train,train
40449,40455,14_16,train,train
40725,40729,14_16,train,train
