check_ins_id,source_ordinal,raw_trajectory_id,SplitTag,OriginalSplitTag
203952,280544,105,ignore,train
204107,280787,105,train,train
205316,282510,105,train,train
205494,282774,105,train,train
205797,283223,105,train,train
212463,293081,106,ignore,train
212574,293247,106,train,train
212594,293276,106,train,train
212676,293396,106,train,train
215351,297386,107,ignore,train
215440,297517,107,train,train
236741,324631,108,ignore,train
236816,324761,108,train,train
242772,337962,109,ignore,train
243035,338362,109,train,train
261984,365655,110,ignore,train
264309,368975,110,train,train
266099,371525,110,train,train
266216,371690,110,train,train
270407,377824,111,ignore,train
272636,380881,111,train,train
275534,385072,112,ignore,train
277255,387465,112,train,train
279331,390302,113,ignore,train
280228,391605,113,train,train
282334,395081,114,ignore,train
282688,395602,114,train,train
288206,403514,115,ignore,train
289329,405205,115,train,train
298676,418534,116,ignore,train
299913,420303,116,train,train
300214,420741,116,train,train
304003,426193,117,ignore,train
304170,426421,117,train,train
306202,429363,118,ignore,train
307014,430482,118,train,train
310469,435871,119,ignore,train
312091,438368,119,train,train
315224,442662,120,ignore,train
317226,445399,120,train,train
321281,451107,121,ignore,train
321873,451955,121,train,train
331735,466487,122,ignore,validation
331852,466654,122,validation,validation
340493,479199,123,ignore,validation
341358,480559,123,validation,validation
345955,487649,124,ignore,validation
347144,489328,124,ignore,validation
347241,489495,124,ignore,validation
347847,490371,124,ignore,validation
349004,491984,124,ignore,validation
349086,492096,124,ignore,validation
350302,493807,124,ignore,validation
351499,495541,124,validation,validation
352920,497662,125,ignore,validation
353383,498380,125,validation,validation
354417,500009,126,ignore,validation
354533,500174,126,ignore,validation
355533,501697,126,ignore,validation
355645,501874,126,ignore,validation
356624,503430,126,ignore,validation
357613,504891,126,validation,validation
368736,521204,127,ignore,test
369627,522434,127,test,test
370852,524220,128,ignore,test
372441,526432,128,test,test
380036,537700,129,ignore,test
380117,537815,129,test,test
400864,567788,130,ignore,test
402673,570284,130,test,test
110028,151465,131,ignore,train
110087,151542,131,train,train
110471,152098,131,train,train
110688,152416,131,train,train
111708,153828,131,train,train
113145,155861,131,train,train
113175,155904,131,train,train
113265,156037,131,train,train
113579,156502,131,train,train
113735,156724,131,train,train
113856,156900,131,train,train
114591,157968,131,train,train
114632,158037,131,train,train
119223,164253,132,ignore,train
119693,164976,132,train,train
123785,170205,133,ignore,train
123806,170230,133,train,train
128859,177322,134,ignore,train
128915,177398,134,train,train
129068,177598,134,train,train
129097,177641,134,train,train
129233,177866,134,train,train
129457,178240,134,train,train
129651,178557,134,train,train
130117,179315,134,train,train
130160,179380,134,train,train
130493,179897,134,train,train
134912,185718,135,ignore,train
135036,185934,135,train,train
135054,185959,135,train,train
135241,186260,135,train,train
135259,186285,135,train,train
135872,187105,135,train,train
140822,193732,136,ignore,train
140881,193809,136,train,train
141283,194378,136,train,train
144063,198095,137,ignore,train
144148,198208,137,train,train
144177,198253,137,train,train
144224,198323,137,train,train
144320,198456,137,train,train
144507,198732,137,train,train
144744,199034,137,train,train
144869,199207,137,train,train
144997,199393,137,train,train
146403,201319,137,train,train
146419,201340,137,train,train
147418,202821,137,train,train
152772,209961,138,ignore,train
153755,211225,138,train,train
155443,213423,138,train,train
155477,213479,138,train,train
155703,213802,138,train,train
156353,214608,138,train,train
156435,214726,138,train,train
158675,217701,138,train,train
159893,219315,139,ignore,train
159967,219457,139,train,train
160333,220082,139,train,train
161779,222286,140,ignore,train
162011,222634,140,train,train
162056,222699,140,train,train
162102,222759,140,train,train
162295,223036,140,train,train
162456,223260,140,train,train
162559,223409,140,train,train
162580,223445,140,train,train
163451,224737,140,train,train
163493,224796,140,train,train
165572,227522,140,train,train
165668,227652,140,train,train
165688,227682,140,train,train
165854,227917,140,train,train
167501,230133,141,ignore,train
167623,230356,141,train,train
167637,230383,141,train,train
167774,230621,141,train,train
167818,230703,141,train,train
168042,231031,141,train,train
194663,267854,142,ignore,train
194677,267871,142,train,train
194769,267994,142,train,train
194788,268018,142,train,train
194800,268035,142,train,train
194855,268113,142,train,train
196994,270957,142,train,train
197025,271001,142,train,train
197231,271266,142,train,train
197466,271549,142,train,train
197549,271650,142,train,train
202114,277779,143,ignore,train
202727,278714,143,train,train
202812,278846,143,train,train
202847,278893,143,train,train
202871,278930,143,train,train
203271,279533,143,train,train
203897,280466,143,train,train
203994,280600,143,train,train
204520,281433,143,train,train
205282,282452,143,train,train
205304,282493,143,train,train
205533,282834,143,train,train
205555,282868,143,train,train
212850,293672,144,ignore,train
212995,293895,144,train,train
221457,306496,145,ignore,train
221510,306563,145,train,train
221820,307025,145,train,train
221893,307134,145,train,train
226507,313422,146,ignore,train
226530,313453,146,train,train
226926,314035,146,train,train
227188,314396,146,train,train
229571,317593,146,train,train
230620,319126,146,train,train
230630,319147,146,train,train
230680,319223,146,train,train
231304,320154,146,train,train
231311,320166,146,train,train
231405,320334,146,train,train
235426,329811,147,ignore,train
235439,329828,147,train,train
235586,330069,147,train,train
241997,336767,148,ignore,train
242211,337122,148,train,train
242269,337205,148,train,train
242328,337296,148,train,train
242753,337929,148,train,train
242797,337991,148,train,train
242929,338203,148,train,train
245621,342399,149,ignore,train
245674,342493,149,train,train
248188,346009,150,ignore,train
248417,346348,150,train,train
248456,346397,150,train,train
248535,346512,150,train,train
263170,367347,151,ignore,train
263510,367822,151,train,train
263539,367865,151,train,train
263822,368281,151,train,train
265176,370239,151,train,train
265189,370256,151,train,train
265736,370998,151,train,train
267718,373876,152,ignore,train
267982,374261,152,train,train
268021,374312,152,train,train
269478,376418,153,ignore,train
269621,376694,153,train,train
269672,376793,153,train,train
271685,379518,153,train,train
271698,379542,153,train,train
271992,380011,153,train,train
272018,380048,153,train,train
281592,393892,154,ignore,train
281654,393999,154,train,train
287431,402391,155,ignore,train
287440,402415,155,train,train
290013,406200,156,ignore,train
291045,407692,156,train,train
303453,425355,157,ignore,train
303738,425827,157,train,train
304517,426959,157,train,train
311346,437255,158,ignore,train
311401,437343,158,train,train
331024,465394,159,ignore,validation
331056,465444,159,ignore,validation
331496,466107,159,ignore,validation
332028,466905,159,validation,validation
344751,485860,160,ignore,validation
345259,486608,160,ignore,validation
345378,486838,160,validation,validation
350735,494417,161,ignore,validation
351731,495906,161,validation,validation
353296,498235,162,ignore,validation
353358,498338,162,ignore,validation
353548,498622,162,ignore,validation
353739,498914,162,validation,validation
355512,501668,163,ignore,validation
355616,501826,163,validation,validation
357677,505014,164,ignore,validation
357683,505023,164,ignore,validation
357689,505032,164,ignore,validation
357703,505055,164,validation,validation
368427,520754,165,ignore,test
368437,520777,165,test,test
371842,525607,166,ignore,test
371949,525759,166,ignore,test
371960,525773,166,ignore,test
372775,526904,166,test,test
376322,532147,167,ignore,test
376603,532576,167,ignore,test
376618,532594,167,test,test
383498,542633,168,ignore,test
383745,543061,168,test,test
387057,547651,169,ignore,test
387090,547697,169,test,test
394307,558172,170,ignore,test
394360,558241,170,test,test
396962,561991,171,ignore,test
396965,561995,171,ignore,test
397239,562395,171,ignore,test
397514,562752,171,ignore,test
398029,563499,171,test,test
398315,563977,172,ignore,test
398316,563978,172,ignore,test
398329,563998,172,ignore,test
398424,564159,172,test,test
403947,572076,173,ignore,test
404949,573562,173,test,test
59,79,174,ignore,train
2853,4081,174,train,train
6121,8901,175,ignore,train
7506,10897,175,train,train
23791,33247,176,ignore,train
24468,34169,176,train,train
24830,34689,176,train,train
25250,35281,176,train,train
26588,37115,176,train,train
37631,52170,177,ignore,train
40176,55747,177,train,train
43026,59520,177,train,train
51840,71499,178,ignore,train
52806,72829,178,train,train
52863,72927,178,train,train
56489,78171,179,ignore,train
56618,78379,179,train,train
56680,78470,179,train,train
57404,79549,179,train,train
58684,81269,180,ignore,train
58912,81597,180,train,train
75639,104745,181,ignore,train
79325,109713,181,train,train
89443,123618,182,ignore,train
92669,127743,182,train,train
99684,136853,183,ignore,train
100905,138525,183,train,train
105241,144770,184,ignore,train
105577,145240,184,train,train
126922,174425,185,ignore,train
127837,175763,185,train,train
127991,176016,185,train,train
128638,177008,186,ignore,train
130371,179701,186,train,train
132167,182087,186,train,train
133800,184323,186,train,train
138591,190718,187,ignore,train
141809,195077,187,train,train
142852,196355,187,train,train
154150,211746,188,ignore,train
154415,212072,188,train,train
174705,240964,189,ignore,train
176859,243783,189,train,train
177128,244109,189,train,train
179807,247722,189,train,train
188701,259634,190,ignore,train
190426,262212,190,train,train
209228,288008,191,ignore,train
209988,289039,191,train,train
215531,297658,192,ignore,train
215771,298005,192,train,train
253310,353917,193,ignore,train
255332,356695,193,train,train
288806,404433,194,ignore,train
289326,405200,194,train,train
292697,410220,195,ignore,train
294737,413114,195,train,train
295219,413743,195,train,train
298897,418855,196,ignore,train
300778,421544,196,train,train
308078,432050,197,ignore,train
308760,433196,197,train,train
327806,460658,198,ignore,validation
328553,461745,198,validation,validation
19314,26759,199,ignore,train
20717,28661,199,train,train
23896,33371,200,ignore,train
24259,33868,200,train,train
25026,34963,200,train,train
42171,58396,201,ignore,train
42708,59120,201,train,train
45798,63307,201,train,train
61757,85844,202,ignore,train
61897,86042,202,train,train
65488,91111,203,ignore,train
65645,91332,203,train,train
66657,92812,203,train,train
80237,110940,204,ignore,train
80658,111579,204,train,train
83605,115729,204,train,train
85333,118257,204,train,train
85410,118380,204,train,train
138365,190437,205,ignore,train
139663,192073,205,train,train
160900,221014,206,ignore,train
160926,221049,206,train,train
162069,222721,206,train,train
191477,263620,207,ignore,train
193186,265942,207,train,train
199180,273673,208,ignore,train
200106,275016,208,train,train
206300,283924,209,ignore,train
208082,286369,209,train,train
212538,293196,210,ignore,train
212857,293687,210,train,train
224962,311324,211,ignore,train
224985,311358,211,train,train
282896,395926,212,ignore,train
282924,395982,212,train,train
297028,416170,213,ignore,train
298424,418180,213,train,train
298666,418520,213,train,train
325444,457244,214,ignore,train
325608,457485,214,train,train
402947,570671,215,ignore,test
403693,571668,215,test,test
732,868,216,ignore,train
2176,3119,216,train,train
2277,3268,216,train,train
4972,7170,217,ignore,train
4990,7195,217,train,train
5955,8660,217,train,train
6331,9217,217,train,train
6493,9440,217,train,train
6519,9477,217,train,train
7986,11462,218,ignore,train
8065,11573,218,train,train
11871,16654,219,ignore,train
11900,16692,219,train,train
13387,18801,219,train,train
13457,18902,219,train,train
14583,20242,219,train,train
16250,22647,219,train,train
16370,22821,219,train,train
17599,24323,219,train,train
17621,24352,219,train,train
17641,24376,219,train,train
19397,26871,219,train,train
19477,26984,219,train,train
19478,26985,219,train,train
20387,28164,219,train,train
20463,28264,219,train,train
23282,32505,220,ignore,train
23327,32591,220,train,train
23378,32661,220,train,train
24728,34534,220,train,train
25807,36017,220,train,train
25905,36157,220,train,train
28786,39815,221,ignore,train
28844,39880,221,train,train
30832,42726,221,train,train
30906,42820,221,train,train
32078,44208,221,train,train
33958,46884,221,train,train
34889,48142,221,train,train
34918,48183,221,train,train
37065,51412,221,train,train
40943,56621,222,ignore,train
42341,58631,222,train,train
50855,70073,223,ignore,train
50869,70103,223,train,train
50926,70184,223,train,train
51087,70396,223,train,train
51217,70600,223,train,train
52305,72092,223,train,train
54037,74719,223,train,train
58838,81473,224,ignore,train
60422,83866,224,train,train
60505,83981,224,train,train
67951,94393,225,ignore,train
69680,96943,225,train,train
72306,100346,226,ignore,train
72349,100400,226,train,train
74068,102801,226,train,train
74110,102865,226,train,train
78218,108219,227,ignore,train
78317,108360,227,train,train
79779,110298,227,train,train
79864,110419,227,train,train
81994,113479,227,train,train
82040,113542,227,train,train
82957,114809,227,train,train
82994,114861,227,train,train
83055,114937,227,train,train
85429,118401,227,train,train
85490,118504,227,train,train
87236,120640,227,train,train
87323,120774,227,train,train
87424,120944,227,train,train
87761,121411,227,train,train
97304,133513,228,ignore,train
98995,135916,228,train,train
101383,139153,229,ignore,train
101467,139283,229,train,train
103728,142639,229,train,train
103792,142733,229,train,train
109348,150289,230,ignore,train
109385,150344,230,train,train
111319,153298,231,ignore,train
111344,153338,231,train,train
117911,162650,232,ignore,train
117970,162725,232,train,train
118973,163872,232,train,train
119016,163926,232,train,train
120821,166402,232,train,train
122463,168392,232,train,train
125643,172469,232,train,train
130728,180271,233,ignore,train
131892,181648,233,train,train
131937,181706,233,train,train
134649,185279,234,ignore,train
136415,187854,234,train,train
137877,189772,234,train,train
137936,189861,234,train,train
139403,191638,234,train,train
139426,191674,234,train,train
140884,193812,234,train,train
141164,194209,234,train,train
141188,194244,234,train,train
141289,194386,234,train,train
143649,197475,235,ignore,train
143654,197483,235,train,train
143703,197554,235,train,train
145542,200147,235,train,train
145604,200233,235,train,train
145615,200250,235,train,train
146469,201405,235,train,train
148279,204080,235,train,train
149494,205546,235,train,train
149505,205560,235,train,train
151089,207773,235,train,train
151221,207971,235,train,train
151222,207972,235,train,train
152477,209461,235,train,train
153774,211251,235,train,train
155100,212827,235,train,train
155139,212880,235,train,train
156666,215035,235,train,train
158905,218004,235,train,train
158907,218006,235,train,train
161044,221204,236,ignore,train
163357,224600,236,train,train
163358,224601,236,train,train
164461,225895,236,train,train
164486,225925,236,train,train
165823,227873,236,train,train
165958,228070,236,train,train
168256,231325,237,ignore,train
168271,231342,237,train,train
168340,231429,237,train,train
168381,231480,237,train,train
169059,232456,237,train,train
172780,238010,238,ignore,train
172821,238084,238,train,train
180457,248428,239,ignore,train
180523,248509,239,train,train
180574,248571,239,train,train
181924,250460,239,train,train
182017,250583,239,train,train
184740,254168,239,train,train
184793,254246,239,train,train
185729,255467,239,train,train
185776,255537,239,train,train
187470,257939,239,train,train
187526,258028,239,train,train
189656,261091,239,train,train
189658,261097,239,train,train
194010,266887,240,ignore,train
194013,266893,240,train,train
195588,269137,240,train,train
195636,269203,240,train,train
195677,269263,240,train,train
196574,270340,240,train,train
198027,272259,240,train,train
198107,272372,240,train,train
199125,273600,240,train,train
201718,277192,240,train,train
201812,277313,240,train,train
201836,277347,240,train,train
203445,279802,240,train,train
207706,285784,241,ignore,train
207753,285845,241,train,train
207755,285849,241,train,train
208743,287307,241,train,train
208798,287395,241,train,train
211680,291770,242,ignore,train
211724,291835,242,train,train
212961,293843,243,ignore,train
213926,295239,243,train,train
216957,299676,244,ignore,train
216999,299735,244,train,train
218051,301332,244,train,train
218100,301406,244,train,train
220006,304297,245,ignore,train
220011,304303,245,train,train
220947,305737,245,train,train
221862,307088,246,ignore,train
222977,308596,246,train,train
224145,310216,246,train,train
224231,310333,246,train,train
231104,319807,247,ignore,train
231111,319820,247,train,train
231116,319832,247,train,train
232323,321758,247,train,train
232334,321775,247,train,train
232980,322835,248,ignore,train
232983,322840,248,train,train
233125,326359,248,train,train
235870,323373,249,ignore,train
237801,326188,249,train,train
238341,330846,250,ignore,train
239088,331951,250,train,train
239109,331988,250,train,train
245543,342254,251,ignore,train
247103,344436,251,train,train
247855,345485,251,train,train
247923,345578,251,train,train
249576,347999,251,train,train
252902,353305,252,ignore,train
253795,354522,252,train,train
253876,354646,252,train,train
253997,354861,252,train,train
254219,355189,252,train,train
254308,355304,252,train,train
257509,359658,253,ignore,train
258164,360453,253,train,train
259425,362254,253,train,train
259451,362290,253,train,train
259525,362390,253,train,train
260410,363493,253,train,train
262067,365767,253,train,train
263017,367128,253,train,train
263402,367666,253,train,train
263573,367919,253,train,train
264969,369944,253,train,train
266327,371847,253,train,train
269420,376334,254,ignore,train
269471,376409,254,train,train
275224,384569,255,ignore,train
275240,384594,255,train,train
275826,385519,256,ignore,train
275838,385537,256,train,train
277644,387996,256,train,train
278394,388942,256,train,train
279834,390998,256,train,train
283700,396996,257,ignore,train
284929,398787,257,train,train
285656,399716,257,train,train
285721,399794,257,train,train
287272,402080,258,ignore,train
287307,402131,258,train,train
290849,407397,259,ignore,train
290892,407454,259,train,train
292385,409748,259,train,train
293058,410652,260,ignore,train
293103,410709,260,train,train
295086,413524,260,train,train
295117,413560,260,train,train
312630,439037,261,ignore,train
312644,439059,261,train,train
313516,440325,261,train,train
314304,441357,261,train,train
315483,443023,261,train,train
316121,443841,261,train,train
321633,451597,262,ignore,train
321700,451687,262,train,train
323110,453829,262,train,train
323593,454515,262,train,train
323644,454588,262,train,train
325560,457401,262,train,train
328911,462187,263,ignore,validation
328933,462222,263,ignore,validation
329944,463769,263,validation,validation
333021,468372,264,ignore,validation
334396,470596,264,ignore,validation
335539,472239,264,ignore,validation
335665,472443,264,ignore,validation
335666,472444,264,ignore,validation
335753,472557,264,ignore,validation
336762,473945,264,validation,validation
339772,478083,265,ignore,validation
339784,478105,265,validation,validation
340814,479746,266,ignore,validation
340841,479793,266,ignore,validation
341283,480461,266,ignore,validation
342492,482275,266,validation,validation
346160,487968,267,ignore,validation
346819,488843,267,ignore,validation
347889,490446,267,ignore,validation
347933,490504,267,ignore,validation
349375,492522,267,ignore,validation
349392,492546,267,ignore,validation
349393,492547,267,ignore,validation
349486,492683,267,ignore,validation
349791,493080,267,ignore,validation
350359,493889,267,ignore,validation
350362,493892,267,validation,validation
353843,499081,268,ignore,validation
354078,499450,268,ignore,validation
354891,500703,268,ignore,validation
355202,501165,268,ignore,validation
355995,502423,268,ignore,validation
356318,502922,268,ignore,validation
357125,504228,268,ignore,validation
357557,504792,268,validation,validation
